Year,Make,Model,Class,Fuel Type,City MPG (FT1),Highway MPG (FT1),Unadjusted City MPG (FT1),Unadjusted Highway MPG (FT1),Annual Fuel Cost (FT1)
2015,BMW,X1 sDrive28i,Large Cars,Premium,23,33,28.9928,47.3955,1650
2015,BMW,X1 xDrive28i,Large Cars,Premium,22,32,28.0605,45.692,1650
2015,BMW,X1 xDrive35i,Large Cars,Premium,18,26,22.4,37.1,2000
2015,BMW,X3 sDrive28i,Small Sport Utility Vehicle 2WD,Premium,21,28,26.7866,39.2499,1750
2015,BMW,X3 xDrive28d,Small Sport Utility Vehicle 4WD,Diesel,27,33,35.2819,48.0981,1300
2015,BMW,X3 xDrive28i,Small Sport Utility Vehicle 4WD,Premium,21,28,26.7866,39.2499,1750
2015,BMW,X3 xDrive35i,Small Sport Utility Vehicle 4WD,Premium,19,26,23.5983,35.9931,2000
2015,BMW,X4 xDrive28i,Small Sport Utility Vehicle 4WD,Premium,20,28,25.3423,39.2254,1850
2015,BMW,X4 xDrive35i,Small Sport Utility Vehicle 4WD,Premium,19,26,23.3947,37.3467,2000
2015,BMW,X5 M,Standard Sport Utility Vehicle 4WD,Premium,14,19,17.4857,26.8,2650
2015,BMW,X5 sDrive35i,Standard Sport Utility Vehicle 2WD,Premium,19,27,23.4361,38.0193,1900
2015,BMW,X5 xDrive35d,Standard Sport Utility Vehicle 4WD,Diesel,24,31,30.6401,46.2,1450
2015,BMW,X5 xDrive35i,Standard Sport Utility Vehicle 4WD,Premium,18,26,22.8432,37.0986,2000
2015,BMW,X5 xDrive50i,Standard Sport Utility Vehicle 4WD,Premium,15,22,18.2736,29.9922,2500
2015,BMW,X6 M,Standard Sport Utility Vehicle 4WD,Premium,14,19,17.4857,26.8,2650
2015,BMW,X6 sDrive35i,Standard Sport Utility Vehicle 2WD,Premium,19,27,23.4361,38.0193,1900
2015,BMW,X6 xDrive35i,Standard Sport Utility Vehicle 4WD,Premium,18,26,22.8432,37.0986,2000
2015,BMW,X6 xDrive50i,Standard Sport Utility Vehicle 4WD,Premium,15,22,18.2736,29.9922,2500
2015,BMW,Z4 sDrive28i,Two Seaters,Premium,22,32,27.9499,46.8923,1650
2015,BMW,Z4 sDrive28i,Two Seaters,Premium,22,33,28.2783,48.5331,1650
2015,BMW,Z4 sDrive35i,Two Seaters,Premium,17,23,21.3958,32.7447,2250
2015,BMW,Z4 sDrive35is,Two Seaters,Premium,17,23,21.3958,32.7447,2250
2015,Bugatti,Veyron,Two Seaters,Premium,8,15,10,17.9,4250
2015,Buick,Enclave AWD,Standard Sport Utility Vehicle 4WD,Regular,16,22,20.1,32.2,1950
2015,Buick,Enclave FWD,Standard Sport Utility Vehicle 2WD,Regular,17,24,20.6,33,1850
2015,Buick,Encore,Small Sport Utility Vehicle 2WD,Regular,25,33,33.3,53.4,1250
2015,Buick,Encore AWD,Small Sport Utility Vehicle 4WD,Regular,23,30,31,43.8,1350
2015,Buick,LaCrosse,Midsize Cars,Regular,18,28,22.3051,39.117,1650
2015,Buick,LaCrosse,Midsize Cars,Gasoline or E85,18,28,23.6,40.2,1650
2015,Buick,LaCrosse AWD,Midsize Cars,Gasoline or E85,17,26,21.2,36.1,1750
2015,Buick,LaCrosse eAssist,Midsize Cars,Regular,24,35,31.5,51.2,1250
2015,Buick,Regal,Midsize Cars,Regular,21,29,26,42,1450
2015,Buick,Regal,Midsize Cars,Regular,19,30,24.5,43.6,1500
2015,Buick,Regal,Midsize Cars,Regular,20,31,25.7,43.8,1450
2015,Buick,Regal AWD,Midsize Cars,Regular,19,27,23.9,37.9,1600
2015,Buick,Regal eAssist,Midsize Cars,Regular,24,35,31.5,51.2,1250
2015,Buick,Verano,Compact Cars,Regular,21,29,26,42,1450
2015,Buick,Verano,Compact Cars,Regular,21,31,26.8,45,1400
2015,Buick,Verano,Compact Cars,Regular,20,31,25.7,43.8,1450
2015,Cadillac,ATS,Compact Cars,Regular,18,27,23.1,39,1600
2015,Cadillac,ATS,Compact Cars,Regular,21,29,26.9196,41.41,1450
2015,Cadillac,ATS,Compact Cars,Regular,21,32,26.9637,45.97,1400
2015,Cadillac,ATS,Compact Cars,Regular,19,29,24.3634,41.7168,1500
2015,Cadillac,ATS AWD,Compact Cars,Regular,18,26,23.1,37,1650
2015,Cadillac,ATS AWD,Compact Cars,Regular,20,27,25.8,38.8,1500
2015,Cadillac,CTS,Midsize Cars,Premium,12,18,14.3379,24.5479,3000
2015,Cadillac,CTS,Midsize Cars,Premium,14,19,17.3,25.8,2650
2015,Cadillac,CTS Sedan,Midsize Cars,Regular,20,30,25.8277,42.3141,1450
2015,Cadillac,CTS Sedan,Midsize Cars,Premium,16,24,19.4,33.1,2350
2015,Cadillac,CTS Sedan,Midsize Cars,Regular,18,28,23.1,40.2,1600
2015,Cadillac,CTS Sedan AWD,Midsize Cars,Regular,18,26,23.1,37,1650
2015,Cadillac,CTS Sedan AWD,Midsize Cars,Regular,19,27,25.8,38.8,1600
2015,Cadillac,ELR,Subcompact Cars,Premium Gas or Electricity,31,35,47.6,53.5,1300
2015,Cadillac,Escalade 2WD,Standard Sport Utility Vehicle 2WD,Regular,15,21,18.1,28.9,2050
2015,Cadillac,Escalade 2WD,Standard Sport Utility Vehicle 2WD,Regular,15,22,18.5,30.1,2050
2015,Cadillac,Escalade 4WD,Standard Sport Utility Vehicle 4WD,Regular,14,21,18,28.6,2200
2015,Cadillac,Escalade 4WD,Standard Sport Utility Vehicle 4WD,Regular,15,21,18.3,29.3,2050
2015,Cadillac,Escalade ESV 2WD,Standard Sport Utility Vehicle 2WD,Regular,15,21,18.1,28.9,2050
2015,Cadillac,Escalade ESV 2WD,Standard Sport Utility Vehicle 2WD,Regular,15,22,18.5,30.1,2050
2015,Cadillac,Escalade ESV 4WD,Standard Sport Utility Vehicle 4WD,Regular,14,20,17.2996,27.7989,2200
2015,Cadillac,Escalade ESV 4WD,Standard Sport Utility Vehicle 4WD,Regular,14,20,17.8,27.8,2050
2015,Cadillac,SRX,Standard Sport Utility Vehicle 2WD,Regular,17,24,20.615,33.3283,1850
2015,Cadillac,SRX AWD,Standard Sport Utility Vehicle 4WD,Regular,16,23,19.7874,31.4971,1950
2015,Cadillac,XTS,Large Cars,Regular,18,28,22.305,39.1165,1650
2015,Cadillac,XTS AWD,Large Cars,Regular,16,24,19.8,33.2,1850
2015,Cadillac,XTS AWD,Large Cars,Regular,17,26,21.4,36.8,1750
2015,Cadillac,XTS Hearse,Special Purpose Vehicle 2WD,Regular,14,21,17.5944,28.5309,2050
2015,Cadillac,XTS Limo,Special Purpose Vehicle 2WD,Regular,15,21,17.9315,29.0623,2050
2015,Chevrolet,Camaro,Compact Cars,Regular,15,24,19.1678,33.6537,1950
2015,Chevrolet,Camaro,Compact Cars,Regular,18,26,22.0842,37.3906,1650
2015,Chevrolet,Camaro,Compact Cars,Premium,12,18,14.3336,24.5652,3000
2015,Chevrolet,Camaro,Compact Cars,Regular,19,29,23.4,41.9,1600
2015,Chevrolet,Camaro,Compact Cars,Premium,13,19,16,26.5,2800
2015,Chevrolet,Camaro,Compact Cars,Regular,17,27,21,39,1750
2015,Chevrolet,Camaro,Compact Cars,Premium,16,24,19.5046,33.2066,2250
2015,Chevrolet,Camaro,Compact Cars,Premium,14,19,17.3,25.8,2650
2015,Chevrolet,Captiva FWD,Small Sport Utility Vehicle 2WD,Gasoline or E85,20,28,28.3968,45.1499,1500
2015,Chevrolet,City Express Cargo Van,Special Purpose Vehicle 2WD,Regular,24,26,31.1,41.1,1400
2015,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Regular,18,25,22.7,35.7,1650
2015,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Regular,20,26,25,37.2,1600
2015,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Regular,19,25,24.2,35.9,1600
2015,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,Regular,17,24,21.8,33.5,1750
2015,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,Regular,19,24,23.3,34.4,1650
2015,Chevrolet,Colorado Cab Chassis 2WD,Special Purpose Vehicle 2WD,Regular,15,18,18.4,24.1,2200
2015,Chevrolet,Corvette,Two Seaters,Premium,16,29,20,40.8426,2100
2015,Chevrolet,Corvette,Two Seaters,Premium,13,21,16.4,29.6,2650
2015,Chevrolet,Corvette,Two Seaters,Premium,17,28,21.4926,40.1906,2000
2015,Chevrolet,Corvette,Two Seaters,Premium,15,22,18.5952,30.7737,2350
2015,Chevrolet,Cruze,Midsize Cars,Regular,26,36,33.3,53.4,1150
2015,Chevrolet,Cruze,Midsize Cars,Regular,22,34,28.5,49.1,1350
2015,Chevrolet,Cruze,Midsize Cars,Diesel,27,44,34.8,66.3,1200
2015,Chevrolet,Cruze,Midsize Cars,Regular,26,37,33.7,53.5,1150
2015,Chevrolet,Cruze,Midsize Cars,Regular,25,35,32,51.4,1200
2015,Chevrolet,Cruze Eco,Midsize Cars,Regular,26,37,33.7,55,1150
2015,Chevrolet,Cruze Eco,Midsize Cars,Regular,28,40,36.5,60.2,1100
2015,Chevrolet,Equinox AWD,Small Sport Utility Vehicle 4WD,Regular,16,23,19.8,33,1850
2015,Chevrolet,Equinox AWD,Small Sport Utility Vehicle 4WD,Regular,20,28,25.8453,40.1978,1500
2015,Chevrolet,Equinox AWD,Small Sport Utility Vehicle 4WD,Gasoline or E85,20,28,25.8453,40.1978,1500
2015,Chevrolet,Equinox FWD,Small Sport Utility Vehicle 2WD,Gasoline or E85,22,31,28.3968,45.1499,1350
2015,Chevrolet,Equinox FWD,Small Sport Utility Vehicle 2WD,Regular,17,24,20.7,34.7,1850
2015,Chevrolet,Equinox FWD,Small Sport Utility Vehicle 2WD,Regular,22,31,28.3968,45.1499,1350
2015,Chevrolet,Express 2500 2WD Conversion Cargo,"Vans, Cargo Type",Gasoline or E85,10,15,12.4,20.7,2900
2015,Chevrolet,Express 2500 2WD Conversion Cargo,"Vans, Cargo Type",Regular,10,15,12.5,21,2900
2015,Chevrolet,Express 2500 2WD Passenger,"Vans, Passenger Type",Gasoline or E85,11,16,13.1,21.7,2700
2015,Chevrolet,Express 2500 2WD Passenger,"Vans, Passenger Type",Regular,11,17,13.7,22.8,2700
2015,Chevrolet,Express 2500 2WD Passenger,"Vans, Passenger Type",Regular,11,16,13.1,21.7,2700
2015,Chevrolet,Express 3500 2WD Passenger,"Vans, Passenger Type",Gasoline or E85,11,16,12.8769,21.3829,2900
2015,Chevrolet,Express 3500 2WD Passenger,"Vans, Passenger Type",Regular,11,17,13.6519,22.7446,2700
2015,Chevrolet,Express 3500 2WD Passenger,"Vans, Passenger Type",Regular,11,16,12.9422,21.5178,2900
2015,Chevrolet,Impala,Large Cars,Regular,18,28,22.3051,39.117,1650
2015,Chevrolet,Impala,Large Cars,Gasoline or E85,19,28,23.6,40.2,1600
2015,Chevrolet,Impala,Large Cars,Regular,22,31,30.2,46.3,1400
2015,Chevrolet,Impala Bi-Fuel  (CNG),Midsize Cars,Gasoline or natural gas,17,25,20.7,36.3,1750
2015,Chevrolet,Impala Limited,Large Cars,Gasoline or E85,18,29,22.3,41.6,1600
2015,Chevrolet,Malibu,Midsize Cars,Regular,25,36,32.5971,52.4493,1200
2015,Chevrolet,Malibu,Midsize Cars,Regular,21,29,26,42,1450
2015,Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Gasoline or E85,16,23,20.0728,31.7685,1850
2015,Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Regular,16,23,20.0711,31.7666,1850
2015,Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Gasoline or E85,18,24,21.9795,32.9811,1750
2015,Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Regular,15,21,18.1,28.6,2050
2015,Chevrolet,Silverado C15 Cab Chassis 2WD,Special Purpose Vehicle 2WD,Gasoline or E85,15,20,19.7,32.3,2050
2015,Chevrolet,Silverado C15 Cab Chassis 2WD,Special Purpose Vehicle 2WD,Regular,15,20,19.7,32.3,2050
2015,Chevrolet,Silverado C15 Cab Chassis 2WD,Special Purpose Vehicle 2WD,Gasoline or E85,16,21,21,32,1950
2015,Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,Gasoline or E85,16,22,19.6923,30.6195,1950
2015,Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,Regular,16,22,19.685,30.6177,1950
2015,Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,Gasoline or E85,17,22,20.7441,30.8551,1850
2015,Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,Regular,15,21,18.3,29.3,2050
2015,Chevrolet,Silverado K15 Cab Chassis 4WD,Special Purpose Vehicle 4WD,Gasoline or E85,15,19,19.3,30.3,2050
2015,Chevrolet,Silverado K15 Cab Chassis 4WD,Special Purpose Vehicle 4WD,Regular,15,19,19.3,30.3,2050
2015,Chevrolet,Silverado K15 Cab Chassis 4WD,Special Purpose Vehicle 4WD,Gasoline or E85,16,20,20.7,30.9,1950
2015,Chevrolet,Sonic,Compact Cars,Regular,27,36,34.8,51.9,1150
2015,Chevrolet,Sonic,Compact Cars,Regular,24,34,31.5,50,1250
2015,Chevrolet,Sonic,Compact Cars,Regular,26,34,33.9,49.2,1200
2015,Chevrolet,Sonic,Compact Cars,Regular,28,38,37.1,56.8,1100
2015,Chevrolet,Sonic 5,Midsize Cars,Regular,27,36,34.8,51.9,1150
2015,Chevrolet,Sonic 5,Midsize Cars,Regular,24,34,31.5,50,1250
2015,Chevrolet,Sonic 5,Midsize Cars,Regular,26,34,33.9,49.2,1200
2015,Chevrolet,Sonic 5,Midsize Cars,Regular,28,38,37.1,56.8,1100
2015,Chevrolet,Sonic 5 RS,Midsize Cars,Regular,25,33,32.1,47.7,1250
2015,Chevrolet,Sonic 5 RS,Midsize Cars,Regular,26,33,34.3,48,1200
2015,Chevrolet,Sonic RS,Compact Cars,Regular,25,33,32.1,47.7,1250
2015,Chevrolet,Sonic RS,Compact Cars,Regular,26,33,34.3,48,1200
2015,Chevrolet,Spark,Subcompact Cars,Regular,30,37,39.9,55,1050
2015,Chevrolet,Spark,Subcompact Cars,Regular,31,38,41,55.9,1050
2015,Chevrolet,Spark EV,Subcompact Cars,Electricity,128,109,183.2,156,550
2015,Chevrolet,SS,Large Cars,Premium,14,21,17.4,29.3,2500
2015,Chevrolet,SS,Large Cars,Premium,15,21,19.3957,32.6299,2500
2015,Chevrolet,Suburban C1500 2WD,Standard Sport Utility Vehicle 2WD,Gasoline or E85,16,23,19.7,32.3,1950
2015,Chevrolet,Suburban C1500 2WD,Standard Sport Utility Vehicle 2WD,Regular,16,23,19.7,32.3,1950
2015,Chevrolet,Suburban K1500 4WD,Standard Sport Utility Vehicle 4WD,Gasoline or E85,15,22,19,30.2,1950
2015,Chevrolet,Suburban K1500 4WD,Standard Sport Utility Vehicle 4WD,Regular,15,22,19,30.2,1950
2015,Chevrolet,Tahoe C1500 2WD,Standard Sport Utility Vehicle 2WD,Gasoline or E85,16,23,19.7,32.3,1950
2015,Chevrolet,Tahoe C1500 2WD,Standard Sport Utility Vehicle 2WD,Regular,16,23,19.7,32.3,1950
2015,Chevrolet,Tahoe K1500 4WD,Standard Sport Utility Vehicle 4WD,Gasoline or E85,16,22,19.3,30.3,1950
2015,Chevrolet,Tahoe K1500 4WD,Standard Sport Utility Vehicle 4WD,Regular,16,22,19.3,30.3,1950
2015,Chevrolet,Traverse AWD,Standard Sport Utility Vehicle 4WD,Regular,16,23,20.1,32.2,1850
2015,Chevrolet,Traverse FWD,Standard Sport Utility Vehicle 2WD,Regular,17,24,20.6,33,1850
2015,Chevrolet,Trax,Small Sport Utility Vehicle 2WD,Regular,26,34,33.3,53.4,1200
2015,Chevrolet,Trax AWD,Small Sport Utility Vehicle 4WD,Regular,24,31,31,43.8,1300
2015,Chevrolet,Volt,Compact Cars,Premium Gas or Electricity,35,40,47.6,53.5,1150
2015,Chrysler,200,Midsize Cars,Regular,23,36,29.4,52.1952,1300
2015,Chrysler,200,Midsize Cars,Regular,19,31,23.9,44.4,1500
2015,Chrysler,200,Midsize Cars,Gasoline or E85,23,36,29.4,52.1952,1300
2015,Chrysler,200,Midsize Cars,Gasoline or E85,19,31,23.9,44.4,1500
2015,Chrysler,300,Large Cars,Regular,19,30,23.9,43.1,1500
2015,Chrysler,300,Large Cars,Midgrade,16,25,19.8,35.1989,2050
2015,Chrysler,300,Large Cars,Gasoline or E85,19,30,23.9,43.1,1500
2015,Chrysler,200 AWD,Midsize Cars,Regular,18,28,22.9996,40.4998,1600
2015,Chrysler,200 AWD,Midsize Cars,Gasoline or E85,18,28,22.9996,40.4998,1600
2015,Chrysler,300 AWD,Large Cars,Regular,18,27,23,38.1,1650
2015,Chrysler,300 AWD,Large Cars,Gasoline or E85,18,27,23,38.1,1650
2015,Chrysler,Town and Country,Minivan - 2WD,Regular,17,25,21.4,35,1750
2015,Chrysler,Town and Country,Minivan - 2WD,Gasoline or E85,17,25,21.4,35,1750
2015,Dodge,Challenger,Midsize Cars,Midgrade,16,25,19.8,35.1989,2050
2015,Dodge,Challenger,Midsize Cars,Regular,19,30,23.9,43.1,1500
2015,Dodge,Challenger,Midsize Cars,Premium,15,25,18.6,34.6,2350
2015,Dodge,Challenger,Midsize Cars,Premium,15,23,18.7,32.6,2350
2015,Dodge,Challenger,Midsize Cars,Premium,14,23,17.3,31.4,2500
2015,Dodge,Challenger SRT8,Midsize Cars,Premium,15,25,18.6,34.6,2350
2015,Dodge,Challenger SRT8,Midsize Cars,Premium,13,22,16.1,28.8,2650
2015,Dodge,Challenger SRT8,Midsize Cars,Premium,14,23,17.3,31.4,2500
2015,Dodge,Challenger SRT8,Midsize Cars,Premium,13,21,16,27.7,2650
2015,Dodge,Charger,Large Cars,Regular,19,30,23.9,43.1,1500
2015,Dodge,Charger,Large Cars,Midgrade,16,25,19.8,35.1989,2050
2015,Dodge,Charger,Large Cars,Gasoline or E85,19,30,23.9,43.1,1500
2015,Dodge,Charger AWD,Large Cars,Regular,18,27,23,38.1,1650
2015,Dodge,Charger AWD,Large Cars,Gasoline or E85,18,27,23,38.1,1650
2015,Dodge,Charger SRT8,Large Cars,Premium,15,25,18.6,34.6,2350
2015,Dodge,Charger SRT8,Large Cars,Premium,13,22,16.1,28.8,2650
2015,Dodge,Dart,Midsize Cars,Premium,27,36,35.1,52.0496,1400
2015,Dodge,Dart,Midsize Cars,Gasoline or E85,24,33,30.446,47.4487,1300
2015,Dodge,Dart,Midsize Cars,Regular,23,34,29.6946,49.2459,1300
2015,Dodge,Dart,Midsize Cars,Regular,25,35,32.1499,51.45,1200
2015,Dodge,Dart,Midsize Cars,Regular,22,34,28.5996,49.8,1300
2015,Dodge,Dart Aero,Midsize Cars,Premium,28,38,36.1997,56.55,1300
2015,Dodge,Dart Aero,Midsize Cars,Premium,28,39,36,58,1300
2015,Dodge,Dart GT,Midsize Cars,Regular,22,31,28.2996,44.2499,1400
2015,Dodge,Dart GT,Midsize Cars,Regular,23,33,29.2986,47.1495,1350
2015,Dodge,Durango AWD,Standard Sport Utility Vehicle 4WD,Gasoline or E85,17,24,21.1,33.3,1850
2015,Dodge,Durango AWD,Standard Sport Utility Vehicle 4WD,Midgrade,14,22,16.8,30.3,2400
2015,Dodge,Durango RWD,Standard Sport Utility Vehicle 2WD,Gasoline or E85,18,25,22.3996,34.6494,1750
2015,Dodge,Durango RWD,Standard Sport Utility Vehicle 2WD,Midgrade,14,22,17.1,31.2987,2300
2015,Dodge,Grand Caravan,Minivan - 2WD,Regular,17,25,21.4,35,1750
2015,Dodge,Grand Caravan,Minivan - 2WD,Gasoline or E85,17,25,21.4,35,1750
2015,Dodge,Journey AWD,Small Sport Utility Vehicle 4WD,Regular,16,24,20.2,33,1850
2015,Dodge,Journey FWD,Small Sport Utility Vehicle 2WD,Regular,19,25,23.3,35.9,1650
2015,Dodge,Journey FWD,Small Sport Utility Vehicle 2WD,Gasoline or E85,17,25,20.6,34.9,1850
2015,Dodge,Viper SRT,Two Seaters,Premium,12,21,14.9985,27.1449,2800
2015,Ferrari,458 Italia,Two Seaters,Premium,13,17,15.6214,23.3642,3000
2015,Ferrari,458 Italia,Two Seaters,Premium,13,17,15.928,23.627,2800
2015,Ferrari,458 Speciale,Two Seaters,Premium,13,17,15.6214,23.3642,3000
2015,Ferrari,458 Speciale,Two Seaters,Premium,13,17,15.928,23.627,2800
2015,Ferrari,458 Speciale Spider,Two Seaters,Premium,13,17,15.6214,23.3642,3000
2015,Ferrari,458 Speciale Spider,Two Seaters,Premium,13,17,15.928,23.627,2800
2015,Ferrari,458 Spider,Two Seaters,Premium,13,17,15.6214,23.3642,3000
2015,Ferrari,458 Spider,Two Seaters,Premium,13,17,15.928,23.627,2800
2015,Ferrari,California T,Minicompact Cars,Premium,16,23,19.4,31.8,2350
2015,Ferrari,California T,Minicompact Cars,Premium,16,23,20,31.9,2250
2015,Ferrari,F12,Two Seaters,Premium,12,16,14.0412,21.8098,3250
2015,Ferrari,F12,Two Seaters,Premium,12,16,14.3485,21.9606,3250
2015,Ferrari,FF,Midsize Cars,Premium,11,17,13.1973,22.66,3250
2015,Ferrari,FF,Midsize Cars,Premium,11,17,13.552,22.7818,3250
2015,Fiat,500,Minicompact Cars,Premium,27,33,35.1,48.3,1450
2015,Fiat,500,Minicompact Cars,Premium,24,32,31.3,45.7,1550
2015,Fiat,500,Minicompact Cars,Premium,30,38,40.3572,56.3203,1250
2015,Fiat,500,Minicompact Cars,Premium,28,33,36,47.8,1400
2015,Fiat,500 Abarth,Minicompact Cars,Premium,24,32,31.3,45.7,1550
2015,Fiat,500 Abarth,Minicompact Cars,Premium,28,33,36,47.8,1400
2015,Fiat,500 L,Small Station Wagons,Premium,24,32,30.3,46.3,1550
2015,Fiat,500 L,Small Station Wagons,Premium,22,30,28.1,42.5,1700
2015,Fiat,500 L,Small Station Wagons,Premium,25,32,32.7,46.3998,1500
2015,Fiat,500e,Minicompact Cars,Electricity,122,108,174.8555,154.4591,550
2015,Ford,C-MAX Energi Plug-in Hybrid,Midsize Cars,Regular Gas and Electricity,40,36,55,51.4,900
2015,Ford,C-MAX Hybrid FWD,Large Cars,Regular,41,36,57.3,52.4,900
2015,Ford,Edge AWD,Small Sport Utility Vehicle 4WD,Regular,20,28,25.0992,39.4266,1500
2015,Ford,Edge AWD,Small Sport Utility Vehicle 4WD,Regular,17,24,21.4903,34.1704,1750
2015,Ford,Edge AWD,Small Sport Utility Vehicle 4WD,Regular,17,24,21.6883,33.331,1750
2015,Ford,Edge FWD,Small Sport Utility Vehicle 2WD,Regular,20,30,25.9,42.4,1450
2015,Ford,Edge FWD,Small Sport Utility Vehicle 2WD,Regular,18,26,22.249,36.6989,1650
2015,Ford,Edge FWD,Small Sport Utility Vehicle 2WD,Regular,18,27,23.1,37.5,1650
2015,Ford,Edge FWD,Small Sport Utility Vehicle 2WD,Regular,21,29,26.3,41.9,1450
2015,Ford,Escape AWD,Small Sport Utility Vehicle 4WD,Regular,22,29,28.224,41.2094,1400
2015,Ford,Escape AWD,Small Sport Utility Vehicle 4WD,Regular,21,28,26.1348,39.0847,1500
2015,Ford,Escape FWD,Small Sport Utility Vehicle 2WD,Regular,23,31,28.9,44.7,1350
2015,Ford,Escape FWD,Small Sport Utility Vehicle 2WD,Regular,21,29,27.3316,41.4223,1450
2015,Ford,Escape FWD,Small Sport Utility Vehicle 2WD,Regular,21,30,27.2989,43.2456,1400
2015,Ford,Expedition 2WD,Standard Sport Utility Vehicle 2WD,Regular,16,22,19.6,30.5,1950
2015,Ford,Expedition 4WD,Standard Sport Utility Vehicle 4WD,Regular,15,20,17.9802,27.5162,2050
2015,Ford,Expedition EL 2WD,Standard Sport Utility Vehicle 2WD,Regular,15,21,18.3126,28.4213,2050
2015,Ford,Expedition EL 4WD,Standard Sport Utility Vehicle 4WD,Regular,14,20,17.7647,27.176,2200
2015,Ford,Explorer 2WD FFV,Standard Sport Utility Vehicle 2WD,Gasoline or E85,17,24,21.4,33.7,1750
2015,Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,Regular,17,23,20.6,31.7,1850
2015,Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,Regular,16,22,19.695,31.4872,1950
2015,Ford,Explorer AWD FFV,Standard Sport Utility Vehicle 4WD,Gasoline or E85,17,23,20.6,31.7,1850
2015,Ford,Explorer FWD,Standard Sport Utility Vehicle 2WD,Regular,17,24,21.4,33.7,1750
2015,Ford,Explorer FWD,Standard Sport Utility Vehicle 2WD,Regular,20,27,24.9717,38.5937,1500
2015,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,Regular,19,26,24.319,35.9362,1600
2015,Ford,F150 Pickup 2WD,Standard Pickup Trucks 2WD,Regular,17,24,21.5521,33.1592,1750
2015,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,15,22,18.9315,30.9996,1950
2015,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Gasoline or E85,18,24,22.4495,34.2,1750
2015,Ford,F150 Pickup 4WD,Standard Pickup Trucks 4WD,Regular,18,23,22.0965,31.4331,1750
2015,Ford,F150 Pickup 4WD,Standard Pickup Trucks 4WD,Regular,17,23,20.6776,31.4478,1850
2015,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,15,21,18.2983,28.9933,2050
2015,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,Gasoline or E85,17,22,21.3392,31.2978,1850
2015,Ford,Fiesta FWD,Subcompact Cars,Regular,27,36,35.2,52.1,1150
2015,Ford,Fiesta FWD,Subcompact Cars,Regular,27,35,35.8,51.1,1150
2015,Ford,Fiesta SFE FWD,Subcompact Cars,Regular,31,41,41.299,61.1,1000
2015,Ford,Fiesta ST FWD,Compact Cars,Regular,26,34,34,48.9,1200
2015,Ford,Flex AWD,Standard Sport Utility Vehicle 4WD,Regular,17,23,21.4,32.3,1850
2015,Ford,Flex AWD,Standard Sport Utility Vehicle 4WD,Regular,16,22,20,31.3,1950
2015,Ford,Flex FWD,Standard Sport Utility Vehicle 2WD,Regular,18,25,22.1628,34.5997,1750
2015,Ford,Focus Electric,Compact Cars,Electricity,110,99,157.2,141.4,600
2015,Ford,Focus FWD,Compact Cars,Regular,27,38,34.7734,56.6103,1150
2015,Ford,Focus FWD,Compact Cars,Regular,26,37,33.6497,53.9264,1150
2015,Ford,Focus FWD,Compact Cars,Regular,26,35,33.1,51.6,1200
2015,Ford,Focus FWD,Compact Cars,Regular,29,38,38,56.4,1100
2015,Ford,Focus FWD,Compact Cars,Regular,23,31,29.5,45.2,1350
2015,Ford,Focus FWD FFV,Compact Cars,Gasoline or E85,27,39,34.6,57.4,1150
2015,Ford,Focus FWD FFV,Compact Cars,Gasoline or E85,26,37,33.6498,53.9266,1150
2015,Ford,Focus FWD FFV,Compact Cars,Gasoline or E85,26,35,33.1,51.6,1200
2015,Ford,Focus SFE FWD,Compact Cars,Regular,30,41,39.8,60.3,1050
2015,Ford,Fusion AWD,Midsize Cars,Regular,22,31,27.5988,44.1975,1400
2015,Ford,Fusion Energi Plug-in Hybrid,Midsize Cars,Regular Gas and Electricity,40,36,55,51.4,900
2015,Ford,Fusion FWD,Midsize Cars,Regular,22,33,28.6,47.1,1350
2015,Ford,Fusion FWD,Midsize Cars,Regular,22,33,28.3801,47.5688,1350
2015,Ford,Fusion FWD,Midsize Cars,Regular,25,36,32,52.9,1200
2015,Ford,Fusion FWD,Midsize Cars,Regular,24,36,30.2935,52.1774,1250
2015,Ford,Fusion Hybrid FWD,Midsize Cars,Regular,43,39,60.3507,58.3014,850
